cod_article;name;reference;brand;category;collection;stock;price;color
;Asics GEL-KAYANO 14;KAY14/NAVY 44;asics;basket;SS26;1;170;White/Navy
;Asics GEL-KAYANO 14;KAY14/PINK 41,5;asics;basket;SS26;1;170;Cream/Pink
;Asics GEL-KAYANO 14;KAY14/PINK 44,5;asics;basket;SS26;1;170;Cream/Pink
;Asics GEL-NYC;NYC/ROSE 37;asics;basket;SS26;1;150;Grey/Pink
;Asics GEL-NYC;NYC/ROSE 38;asics;basket;SS26;1;150;Grey/Pink
;Asics GEL-NYC;NYC/ROSE 39;asics;basket;SS26;1;150;Grey/Pink
;Asics GEL-NYC;NYC/ROSE 41,5;asics;basket;SS26;1;150;Grey/Pink
;Asics GEL-NYC;NYC/ROSE 42;asics;basket;SS26;1;150;Grey/Pink
;Asics GEL-NYC;NYC/ROSE 42,5;asics;basket;SS26;1;150;Grey/Pink
;Asics GEL-NYC;NYC/ROSE 43,5;asics;basket;SS26;1;150;Grey/Pink
;Asics GEL-NYC;NYC/ROSE 44;asics;basket;SS26;1;150;Grey/Pink
